#{"t_start": 1642286527.870901, "env_id": null}
r,l,t 
121.264773,48,135.521208
102.344013,59,135.538211
118.057349,51,135.553206
69.734517,73,135.574213
151.157906,34,135.583205
172.782838,22,135.590204
196.678509,4,135.591206
130.997939,46,135.604204
73.081052,66,136.207188
170.608241,23,136.214188
138.332634,41,136.226188
174.56587,20,136.232188
130.97971,44,136.245187
143.91173,39,136.257187
13.417711,93,136.286187
147.852378,38,136.299187
96.941498,62,136.318187
190.629324,9,136.321187
96.497027,60,136.339198
130.067499,43,136.354196
142.967251,40,136.367188
95.974053,62,136.395189
145.413151,38,136.406188
-17.161248,103,136.435188
166.60794,25,136.443189
84.469191,67,136.461188
173.60613,21,136.467188
116.118752,51,136.482188
155.469194,33,136.491188
195.572108,5,136.493188
71.42138,72,136.513188
144.222155,38,136.523188
19.302193,91,136.549188
128.685278,46,136.561188
109.292913,56,136.577188
155.773601,33,136.586188
100.643121,56,136.602188
120.68219,51,136.617188
107.024623,57,136.633188
96.812845,62,136.650188
185.833759,13,136.654188
117.894046,49,136.675195
122.357499,50,136.689195
-41.494825,110,136.72122
126.238465,45,136.734219
199.952804,1,136.734219
190.954722,9,136.737222
161.258404,29,136.745221
189.443191,10,136.74822
189.261345,10,136.751222
185.822136,13,136.755227
94.920103,61,136.772223
143.246228,40,136.783226
127.120044,48,136.797236
47.004329,81,137.402187
90.140886,64,137.423187
169.82044,23,137.430187
145.550747,37,137.441187
187.082094,12,137.445187
86.929177,65,137.465187
187.985042,11,137.468187
169.861774,24,137.475187
164.128793,26,137.483196
144.209717,39,137.495188
165.925439,26,137.503187
159.209491,31,137.513187
140.875733,40,137.527187
144.104445,37,137.540187
123.534963,49,137.565231
188.393154,11,137.569204
129.053056,47,137.584213
153.649408,34,137.594212
155.080263,33,137.604213
132.160421,42,137.616213
184.634167,14,137.620213
5.915836,96,137.647237
188.401033,11,137.650243
171.861062,23,137.657236
138.776801,42,137.669241
184.174372,14,137.673241
38.78494,85,137.697237
120.91077,51,137.711241
125.249353,49,137.725205
128.866877,45,137.738206
71.61951,71,137.758205
190.762337,9,137.760206
184.37227,14,137.764206
136.462291,42,137.776206
158.990003,31,137.785206
133.649747,43,137.797205
166.528158,26,137.805206
101.216193,58,137.821206
22.212372,90,137.846205
142.631712,40,137.865237
185.703002,13,137.869239
84.387105,67,137.888235
42.148296,83,137.912237
124.973466,48,137.926237
53.585892,79,137.948239
137.566848,41,137.960208
99.711803,58,137.977208
185.880676,13,137.980208
129.086707,47,137.994205
158.462606,31,138.002206
37.90254,84,138.597204
124.453993,49,138.614204
116.159225,53,138.632204
171.566317,22,138.639204
185.836302,13,138.643204
103.304822,59,138.663206
172.892911,22,138.671205
121.737537,51,138.689206
73.422693,72,138.715204
144.730138,38,138.729204
105.408687,55,138.757204
171.736761,23,138.765204
181.98739,16,138.770214
170.168038,24,138.777207
142.965238,40,138.789207
79.442826,69,138.808207
114.568724,50,138.823208
122.491662,50,138.837208
161.890682,28,138.845208
148.870269,34,138.854208
110.212466,57,138.870208
-5.730925,100,138.898219
129.358504,47,138.911216
156.460963,31,138.920317
127.501554,48,138.934309
22.38854,90,138.959309
97.33314,57,138.975307
-7.14044,100,139.003307
160.840978,30,139.012307
103.3069,59,139.029306
117.43553,52,139.051338
53.574774,79,139.073338
162.209816,29,139.082337
180.32642,17,139.087339
128.701193,47,139.100338
192.058984,8,139.10334
118.494846,49,139.117338
95.084715,62,139.136395
71.84341,71,139.15835
95.551037,60,139.176341
126.904413,48,139.189339
66.127984,74,139.778319
148.582678,37,139.790328
194.318316,6,139.793328
183.239398,15,139.798325
185.862421,13,139.803319
195.501004,5,139.805319
86.435766,65,139.828319
134.664919,44,139.844321
140.874028,40,139.858321
96.332408,62,139.88132
115.97222,53,139.899319
80.876926,67,139.921319
144.309408,39,139.941319
153.560419,34,139.95132
169.212973,24,139.95932
145.636134,37,139.971319
110.711441,54,139.987328
51.689146,79,140.010328
9.887367,94,140.036482
121.106066,47,140.050483
157.34701,31,140.059483
196.701741,4,140.060482
150.0563,36,140.070484
174.780598,21,140.077452
121.501378,48,140.090487
174.503278,21,140.096484
149.768969,36,140.107481
127.272201,47,140.120482
79.270334,69,140.140481
121.638332,47,140.153484
170.097152,24,140.160484
171.950373,23,140.167485
100.704619,59,140.184482
62.601241,73,140.20545
159.958619,30,140.213485
174.265306,21,140.220484
177.398092,19,140.233485
177.369908,19,140.238484
184.51679,14,140.243482
80.828987,64,140.261484
89.522761,64,140.279636
120.662665,51,140.294638
33.810687,86,140.318637
112.99955,55,140.334606
69.122968,73,140.355637
55.397326,78,140.377644
176.236469,20,140.383635
173.475043,22,140.389638
133.36344,45,140.402639
127.160867,48,141.008603
124.578546,49,141.023603
75.208672,70,141.044603
156.992105,32,141.054603
79.754295,68,141.075603
178.908496,18,141.081603
71.351583,72,141.104604
179.843946,17,141.109604
154.072383,34,141.129605
162.202832,28,141.138604
149.097572,34,141.150603
97.889047,61,141.171603
134.549349,44,141.185603
89.723262,65,141.204612
166.836902,26,141.211612
178.932876,18,141.217611
195.675047,5,141.218611
177.01988,19,141.224614
133.064688,45,141.236612
171.496295,23,141.243612
173.09589,22,141.249643
-1.07915,98,141.276639
135.661588,42,141.288644
129.291968,45,141.300639
143.007557,37,141.311635
112.915889,55,141.326638
148.56286,37,141.33664
123.372996,48,141.349638
104.833945,58,141.366643
159.570377,31,141.375639
178.065447,18,141.380638
112.056623,52,141.394639
81.990113,68,141.413646
162.931163,29,141.429636
162.507466,29,141.437636
160.498403,28,141.446636
75.827448,70,141.466638
117.247428,53,141.481608
165.757437,27,141.489607
143.527673,40,141.500607
168.818581,25,141.507607
120.740729,51,141.521607
179.108704,18,141.526607
45.145805,82,141.550607
120.263238,49,141.564607
172.914625,22,141.570607
123.872346,48,141.583607
124.687564,49,141.597607
105.476614,58,142.179629
148.079562,37,142.190628
119.148136,52,142.207626
163.155038,28,142.216631
163.609955,28,142.225629
169.447711,24,142.232627
105.727159,58,142.249626
156.788433,32,142.259626
194.525299,6,142.261627
99.003625,59,142.280626
76.71293,70,142.310628
70.553747,73,142.331627
36.091752,85,142.357645
106.572177,57,142.376644
150.389508,36,142.386652
120.374827,51,142.402652
108.460851,57,142.418652
149.896293,36,142.428676
42.671776,83,142.452645
162.181125,29,142.461644
63.851471,75,142.482645
134.183975,44,142.494645
103.246676,59,142.511645
81.19691,68,142.531645
111.441081,53,142.545645
164.92633,26,142.553644
124.279469,49,142.567644
171.441649,23,142.573644
120.731569,51,142.595651
121.108393,51,142.610651
91.188344,64,142.628651
141.016736,41,142.640678
147.90897,37,142.651683
116.049889,53,142.666678
153.813788,32,142.675681
48.31244,81,142.69868
157.64864,30,142.707678
122.533041,50,142.721686
173.134142,22,142.728677
161.864186,28,142.736678
95.746432,62,142.75368
151.604895,35,142.763678
160.763043,30,142.772678
183.014017,15,142.77668
124.142403,50,142.791678
136.161428,41,143.390181
76.384109,70,143.41118
137.163717,44,143.424181
45.985197,81,143.44918
188.412584,11,143.453181
112.067096,55,143.469181
124.081565,47,143.49118
167.333232,26,143.49918
171.903983,23,143.506181
93.306225,64,143.527189
183.704104,14,143.532194
154.44529,32,143.54318
192.095592,8,143.54518
165.720393,27,143.554182
191.992018,8,143.557182
47.463271,81,143.585192
159.503541,29,143.594192
148.732074,36,143.604193
166.457393,26,143.612192
134.378461,44,143.624192
110.357234,56,143.640334
72.076828,70,143.660363
93.474169,61,143.677374
176.671363,19,143.683372
188.441235,11,143.686367
127.057112,48,143.700366
92.598313,62,143.718364
58.991895,77,143.740369
180.687592,16,143.745364
125.603561,48,143.758366
179.584028,17,143.763363
148.250468,37,143.774374
145.704564,38,143.792368
173.215719,21,143.798367
132.344466,45,143.811368
138.744997,41,143.823368
188.461695,11,143.826368
52.993601,79,143.849365
113.694294,51,143.863367
163.103466,28,143.871335
54.967557,78,143.893335
71.705726,71,143.913335
-34.405372,108,143.943335
149.969993,36,143.953335
188.132546,11,143.956335
2.971803,97,143.983335
84.789605,67,144.565348
-8.521109,100,144.596348
155.185736,32,144.606348
147.606429,36,144.617347
145.441908,36,144.628348
99.193399,61,144.654348
166.107683,25,144.662348
169.116551,24,144.669348
185.12582,13,144.673347
131.015023,46,144.687348
116.276897,53,144.704348
168.40261,25,144.711348
55.8469,78,144.737347
188.390126,11,144.741347
64.706786,75,144.764349
167.685439,25,144.771355
173.480008,21,144.778349
173.560917,21,144.784348
120.635453,47,144.798352
177.191497,19,144.804348
186.567315,12,144.808358
165.481043,27,144.816383
132.671038,45,144.829382
118.405018,52,144.844384
119.011703,53,144.860387
116.669686,50,144.874352
119.330832,52,144.889352
159.359648,29,144.897352
155.352364,33,144.906349
94.209397,63,144.924349
180.616775,17,144.929348
184.257606,14,144.933349
194.341178,6,144.935349
124.87967,49,144.956386
83.455399,67,144.975381
133.020059,45,144.987381
88.518605,63,145.005404
135.258705,44,145.018357
130.788779,44,145.030352
118.819816,52,145.045351
165.353473,27,145.053351
89.863302,64,145.071352
95.615804,62,145.088349
163.883077,28,145.096349
124.131017,49,145.110349
155.441797,33,145.119349
193.194826,7,145.121349
138.962987,42,145.133348
131.993513,44,145.146349
104.413423,58,145.163349
-10.905397,101,145.769888
159.324342,31,145.780888
73.513368,71,145.802886
185.974049,13,145.807887
164.508095,26,145.816887
154.480527,33,145.835889
122.638304,46,145.848886
67.07809,74,145.870895
175.958981,20,145.876895
124.77099,47,145.892887
144.857827,38,145.904897
161.925888,29,145.913889
138.668247,41,145.925887
133.128232,45,145.939887
141.015228,41,145.951886
138.545028,42,145.964895
107.770375,57,145.980901
140.880336,41,145.992895
133.131656,44,146.005895
156.086461,32,146.014922
153.823492,34,146.024923
103.334051,59,146.040922
74.495498,71,146.06193
147.392888,36,146.071926
134.61759,43,146.08393
81.145056,68,146.103889
188.301322,11,146.106888
88.554641,65,146.131923
-7.64223,100,146.160922
196.746385,4,146.161923
121.01758,50,146.175923
141.166846,39,146.186922
158.601461,30,146.195923
138.944778,42,146.207919
176.152808,20,146.21392
114.409051,54,146.22892
98.804039,60,146.245919
148.63613,35,146.255888
129.066561,46,146.268888
138.771164,42,146.280888
158.129911,31,146.289888
164.901153,26,146.296888
165.138697,27,146.304888
73.369779,71,146.324888
99.777469,61,146.341888
82.341226,68,146.360888
144.443199,39,146.371888
166.713259,26,146.940887
59.335149,77,146.963888
166.810172,26,146.972888
117.50306,52,146.996887
132.796033,45,147.011887
132.256672,44,147.025888
78.690733,64,147.045887
114.475868,52,147.062887
146.54557,38,147.074887
2.210922,97,147.104438
89.158391,65,147.129521
185.849806,13,147.134524
108.661674,56,147.151515
100.91109,59,147.168549
112.084606,55,147.183552
174.547289,21,147.189549
171.439815,22,147.196516
128.784645,47,147.209547
165.479438,27,147.216546
10.340226,94,147.243545
171.640392,23,147.249548
192.101218,8,147.251549
153.549018,34,147.261545
183.410091,15,147.265546
137.424165,43,147.277546
135.29081,44,147.289546
135.94447,43,147.309548
116.30365,53,147.324551
158.740719,31,147.333544
180.197181,17,147.338551
140.511577,40,147.349547
115.137039,54,147.364548
197.79605,3,147.36555
129.149775,47,147.378549
175.981306,20,147.384548
160.768013,30,147.392547
111.969139,55,147.407544
161.035014,30,147.416546
62.919231,74,147.436546
123.669743,47,147.450547
175.340796,20,147.455546
132.894664,44,147.468546
128.808019,46,147.480547
93.173563,63,147.498554
93.611495,63,147.516513
51.388938,80,147.538513
185.42267,13,147.542514
174.40838,21,147.548513
105.852095,53,148.133037
124.604876,50,148.151037
33.561875,86,148.185035
175.158996,20,148.191035
109.675486,56,148.208035
141.435182,38,148.220037
175.723342,20,148.226036
160.538745,30,148.237035
158.265102,31,148.248035
141.069183,41,148.263046
143.004427,40,148.277043
190.925246,9,148.280043
176.412078,20,148.287044
77.041402,70,148.310035
117.31433,52,148.326045
190.786072,9,148.329043
169.962283,24,148.336048
77.269898,69,148.355043
107.699309,55,148.371074
176.34962,20,148.377073
144.653667,39,148.38807
133.30013,45,148.401037
158.603055,31,148.410071
177.839816,18,148.415071
189.366679,10,148.41807
123.934714,48,148.43207
120.605901,48,148.446079
110.21045,56,148.462037
122.135985,50,148.492254
168.311512,25,148.500254
12.536658,93,148.527254
16.778352,92,148.553254
119.995008,50,148.567254
192.100265,8,148.570254
99.546989,61,148.587254
158.728717,30,148.596254
191.907451,8,148.598254
84.859592,67,148.617254
30.559049,87,148.642254
173.528751,21,148.648254
128.498113,47,148.661254
144.63409,39,148.673288
39.894981,84,148.696291
148.600891,35,148.706285
170.371306,24,148.712285
117.853623,51,148.727286
121.849038,47,148.740286
110.042693,51,148.754285
98.151752,61,149.35229
89.317087,64,149.37129
179.852846,17,149.37629
34.280545,86,149.404291
173.937332,21,149.411291
111.837821,55,149.42829
109.891493,56,149.44729
137.657789,42,149.46029
110.254968,55,149.47729
83.06259,65,149.499291
135.617186,44,149.51429
123.181574,48,149.528354
36.299898,85,149.55236
177.917832,18,149.558354
135.522194,44,149.570355
84.445825,67,149.58935
140.643862,41,149.600381
103.772777,58,149.616381
184.511528,14,149.621348
171.576055,23,149.627383
166.747824,25,149.634382
139.222603,42,149.646391
164.949745,27,149.661348
184.513582,14,149.665348
126.395524,46,149.679348
129.590199,46,149.692351
124.981592,49,149.706351
63.061709,75,149.728351
148.520522,37,149.73835
121.785761,49,149.752351
148.03406,37,149.76335
173.470591,21,149.769351
114.922616,50,149.78335
168.350013,25,149.791397
174.515825,21,149.797391
97.225273,60,149.813383
76.245809,70,149.833538
161.703058,28,149.841506
160.503799,30,149.849506
105.405542,58,149.866506
190.852672,9,149.869506
132.463694,45,149.882506
154.267224,32,149.891506
172.923736,22,149.897506
155.513219,33,149.907506
171.722279,22,149.913507
67.983193,72,149.934506
176.663812,19,149.939506
148.134347,37,150.531514
170.15276,24,150.540514
148.417484,37,150.552505
159.858321,30,150.561505
147.332319,36,150.572505
149.731597,36,150.583505
183.980336,14,150.587505
116.197208,53,150.603504
167.012152,26,150.611505
105.802847,57,150.629507
177.36543,19,150.636507
96.503835,62,150.658506
90.756539,64,150.679506
70.861522,72,150.702506
167.146738,25,150.710506
179.615616,17,150.716507
153.47936,34,150.726519
102.425977,58,150.743516
184.628406,14,150.747517
140.543532,38,150.758516
162.070672,29,150.766517
77.817379,69,150.78651
133.060389,44,150.798509
106.178984,58,150.815509
130.69544,43,150.827509
168.473168,25,150.835509
105.693482,57,150.859506
166.750383,26,150.866507
125.478406,46,150.880507
138.353083,42,150.892506
86.264661,66,150.911506
146.255764,38,150.922506
6.18103,95,150.950506
195.601985,5,150.951506
111.613469,52,150.966506
136.677152,42,150.978506
127.794415,46,150.991506
163.678862,28,150.999506
194.360785,6,151.001506
151.897551,34,151.011506
114.544914,53,151.026506
79.688117,65,151.045506
158.506579,31,151.054542
123.463886,50,151.069538
86.742037,66,151.088542
195.639464,5,151.08954
136.989167,42,151.101541
140.636074,41,151.11354
142.766219,40,151.124544
151.606612,34,151.141506
43.938077,82,151.748522
133.270521,43,151.761521
45.152518,82,151.786521
135.68718,41,151.798524
162.690536,27,151.807521
88.422032,60,151.826522
107.538343,55,151.842521
157.143403,32,151.852521
119.999491,51,151.869521
182.435345,15,151.873521
137.336463,41,151.885521
155.18972,31,151.894521
37.576983,85,151.921523
158.749124,31,151.932523
97.607291,59,151.94953
127.692218,47,151.962533
177.498103,19,151.968533
100.847826,57,151.984556
193.333846,7,151.986557
103.696203,59,152.002555
172.55876,22,152.008556
47.537461,81,152.039523
134.328572,44,152.052523
95.964188,62,152.070523
76.274454,68,152.090523
131.560443,45,152.103523
28.254424,88,152.128523
192.180791,8,152.130523
13.225985,93,152.158525
143.190976,37,152.168525
118.879065,52,152.183526
140.026335,41,152.195525
188.224614,11,152.198526
-2.435155,98,152.226525
155.57926,33,152.235526
177.442221,19,152.241525
181.176396,16,152.246526
180.42719,17,152.251525
136.993683,43,152.264083
144.383964,38,152.274561
29.949339,87,152.299561
173.749632,21,152.305561
159.013179,31,152.314561
129.507047,47,152.335558
149.418807,36,152.346558
98.925115,61,152.926577
70.184435,71,152.948577
19.726417,90,152.97659
135.415924,43,152.989591
161.911818,29,152.998591
135.515684,43,153.011591
-4.121273,99,153.041592
144.566301,39,153.053603
76.26006,70,153.073599
172.980334,22,153.080599
171.386686,22,153.08759
123.645016,47,153.101591
181.866757,16,153.106591
114.209131,54,153.1226
140.147046,40,153.134599
105.034626,55,153.150599
156.514392,32,153.159599
146.407431,38,153.170595
122.839952,50,153.185595
93.950911,60,153.210592
130.511154,46,153.224592
176.037713,19,153.229592
98.372712,61,153.247594
130.55121,43,153.260196
157.046493,32,153.269197
153.906846,34,153.279196
73.881706,68,153.298197
129.472465,47,153.312195
139.109092,41,153.323195
144.182662,39,153.335195
165.788833,27,153.342195
151.909685,35,153.353195
180.069467,17,153.358195
89.222104,65,153.376195
87.766323,66,153.398217
164.887062,26,153.405217
119.159465,52,153.420217
153.40936,34,153.430217
175.975967,20,153.436217
44.226311,82,153.459217
167.949534,24,153.466217
169.780261,23,153.473217
163.155153,27,153.481217
136.686345,43,153.501224
109.938077,54,153.516224
172.568798,22,153.523223
188.152836,11,153.526224
142.83872,38,154.105228
155.395352,33,154.11723
165.874508,25,154.12623
-2.536484,98,154.158232
193.3269,7,154.160232
161.908702,29,154.169232
103.423867,59,154.18723
115.689585,52,154.20323
163.441492,28,154.211229
30.672851,87,154.24123
161.138352,29,154.25123
81.187082,68,154.272777
71.866023,72,154.29778
98.066383,57,154.314779
177.722968,19,154.320779
35.939671,85,154.345779
129.11895,47,154.358779
112.944392,54,154.374779
110.578895,56,154.400779
137.484686,42,154.413781
176.269121,19,154.418781
166.557873,25,154.42578
125.732771,47,154.43978
161.769774,28,154.447781
135.19802,44,154.46078
174.765805,21,154.466781
155.36904,33,154.47578
107.668975,57,154.491782
196.722328,4,154.493782
134.714625,44,154.505782
63.39225,75,154.527782
114.110432,54,154.542816
190.94365,9,154.545816
179.521026,17,154.550816
93.270715,62,154.567845
197.829002,3,154.568848
49.628315,80,154.591813
98.503636,61,154.609813
174.65917,21,154.615813
179.16972,18,154.620815
154.980975,33,154.630813
136.845207,42,154.642813
115.796435,53,154.657813
56.280868,78,154.687813
87.917357,63,154.705844
110.090661,56,154.721846
97.09269,63,155.31308
112.776128,55,155.33208
158.904602,31,155.343082
89.637077,65,155.366082
134.300197,45,155.38108
49.952017,79,155.409083
193.310577,7,155.411083
93.510688,63,155.43008
126.324791,48,155.44408
35.935336,85,155.469081
61.023782,76,155.493081
50.881687,79,155.518089
91.940065,64,155.537936
155.077114,31,155.54737
142.322212,40,155.559399
117.922769,52,155.582362
125.588392,45,155.596362
125.365137,48,155.610363
120.829759,52,155.625363
163.885602,28,155.633363
148.919648,35,155.643363
85.72357,66,155.662363
154.867273,32,155.671363
168.502702,25,155.678363
125.801623,48,155.692362
80.395264,68,155.711362
111.763261,55,155.727362
60.759613,76,155.749362
135.023873,43,155.761362
165.869155,26,155.769363
153.780236,34,155.779362
184.388796,14,155.785362
134.700271,44,155.800371
156.833687,30,155.809369
180.411855,17,155.814373
56.569287,78,155.83537
93.206244,61,155.853365
183.037443,15,155.857365
170.936053,23,155.864365
150.985525,35,155.882363
84.342177,61,155.899362
167.044123,26,155.907362
129.777016,43,155.919362
71.060739,72,155.940362
68.842039,71,156.537926
123.485808,50,156.553925
160.67522,29,156.563925
85.157177,66,156.583941
142.196867,38,156.597932
48.290922,81,156.625931
140.03865,39,156.638948
197.844091,3,156.640949
179.010553,18,156.645948
175.390234,20,156.653948
179.248696,18,156.659948
150.496228,36,156.672948
153.610551,34,156.683948
62.649749,75,156.706948
133.019129,42,156.720956
115.518908,50,156.734955
125.828948,46,156.748976
151.096898,34,156.757979
146.25713,38,156.776948
163.27111,27,156.784948
124.728339,49,156.798948
181.549157,16,156.802948
112.907698,55,156.818948
197.844864,3,156.819948
157.501344,31,156.828948
119.780542,52,156.843948
71.420579,72,156.864948
119.654298,50,156.878949
129.444073,46,156.89195
64.96121,75,156.913949
101.62404,59,156.929951
69.540757,73,156.951951
92.501951,62,156.968948
160.276164,28,156.976948
83.91529,61,156.994948
110.927772,56,157.011951
185.614512,13,157.015951
110.15843,55,157.031951
56.340065,75,157.052948
148.29266,37,157.071948
80.769264,64,157.089948
177.530183,19,157.095948
34.439104,86,157.120948
65.589696,73,157.141546
101.120427,59,157.740718
188.306622,11,157.745718
193.253444,7,157.747718
117.887601,50,157.765718
106.805132,55,157.784719
128.814093,47,157.801722
105.151628,58,157.819721
180.35924,17,157.824721
187.138324,12,157.827721
108.636411,55,157.84672
98.795629,59,157.867718
45.586058,81,157.89372
131.063847,46,157.910719
129.651808,46,157.92772
187.115306,12,157.931719
170.249216,24,157.938729
130.673421,46,157.951726
133.959631,44,157.964727
146.467687,38,157.983719
192.105884,8,157.985719
93.161007,63,158.003741
179.027728,18,158.009742
167.837767,24,158.016741
138.921759,42,158.028742
123.018236,49,158.043743
146.256046,38,158.054743
168.548165,25,158.061743
86.871002,66,158.080743
95.960267,61,158.097744
133.922184,44,158.110741
173.048518,22,158.116741
88.593217,65,158.135745
175.784824,20,158.141744
138.079979,39,158.152741
164.332068,28,158.160741
176.847122,19,158.166751
192.170541,8,158.168748
162.957454,27,158.176748
110.044167,56,158.191775
138.705075,42,158.203774
90.82371,64,158.221772
94.638877,61,158.238744
187.988829,11,158.241772
128.248152,45,158.254781
155.119775,33,158.264775
116.412063,53,158.287741
127.011301,48,158.300741
98.487003,61,158.318361
176.423435,20,158.324361
184.610928,14,158.328361
126.217802,46,158.342361
124.459071,49,158.356361
141.468085,40,158.367361
182.983354,15,158.963363
139.173057,42,158.976359
53.065154,79,159.00136
167.415608,25,159.009359
148.74187,36,159.019359
98.561309,61,159.04037
187.156554,12,159.04437
114.667076,53,159.059371
109.281216,56,159.07637
145.659687,38,159.08737
157.007901,30,159.09637
121.062748,47,159.11137
183.183004,15,159.115372
195.616304,5,159.117371
76.930923,70,159.142372
160.671645,30,159.153928
166.487857,26,159.16293
198.882282,2,159.16393
84.28808,66,159.191927
133.164174,45,159.205927
167.021903,26,159.212927
179.049525,18,159.218927
159.408906,30,159.227934
159.181921,31,159.236933
163.584512,28,159.244551
159.177964,29,159.252552
158.313049,32,159.261553
146.188462,36,159.272546
142.064147,38,159.282579
126.791107,48,159.296579
126.169322,45,159.309578
185.964749,13,159.312578
152.539875,34,159.32217
101.04485,60,159.339171
124.239492,48,159.353171
192.073793,8,159.355171
149.357849,36,159.366169
130.100689,46,159.388006
171.801163,22,159.394006
40.183514,84,159.419006
153.301528,34,159.428006
86.778381,66,159.449006
127.111716,48,159.464006
172.636855,22,159.472048
74.041621,69,159.499008
178.839121,18,159.505008
194.404854,6,159.506008
-24.744911,105,159.536006
76.465256,70,159.556006
98.646584,61,159.574006
98.149887,56,159.589006
180.342614,17,159.594006
62.468199,76,160.207561
36.562127,85,160.23556
154.176755,33,160.245567
194.413971,6,160.247567
168.753833,25,160.25556
196.730378,4,160.256569
85.80557,64,160.276561
87.50089,65,160.295563
137.180803,43,160.308564
129.904171,44,160.322563
112.426945,55,160.339139
131.976574,44,160.352138
99.46422,59,160.371134
198.879811,2,160.372133
91.495995,58,160.400139
62.572924,75,160.422142
119.424571,52,160.437167
169.769385,23,160.443167
155.695917,33,160.453175
116.837617,52,160.468168
158.632241,31,160.477137
65.974204,74,160.498175
84.785265,67,160.51617
140.369902,41,160.528169
147.762343,37,160.538137
95.914429,62,160.556382
150.774208,35,160.566423
90.701782,61,160.583421
30.612521,87,160.608422
144.119166,38,160.619423
168.723352,25,160.626421
53.504157,79,160.648425
165.897016,26,160.656425
53.560092,79,160.68639
175.27482,20,160.692389
114.862212,54,160.708392
101.872321,55,160.724391
47.673655,81,160.749009
196.657506,4,160.750012
129.422396,47,160.764035
174.128189,21,160.770002
177.190307,19,160.775034
151.964939,35,160.786004
157.124433,32,160.795004
151.856369,35,160.805005
55.188678,78,161.422151
92.311712,62,161.443149
132.931091,44,161.459149
170.2384,24,161.467149
174.618896,21,161.475149
76.825068,70,161.49615
164.022862,28,161.505161
158.721918,31,161.515151
113.839447,54,161.534149
162.366945,29,161.54215
176.411791,20,161.54815
159.34443,30,161.558153
158.64016,31,161.567153
25.106506,89,161.605151
180.373525,17,161.610151
113.797552,54,161.627151
171.739498,22,161.633151
89.538055,61,161.651151
79.09066,69,161.672151
183.101344,15,161.676151
100.904183,60,161.693151
126.984355,47,161.707151
148.213924,37,161.718151
145.973665,38,161.729151
-13.695045,102,161.758151
162.285317,29,161.767151
151.634808,35,161.777151
116.583828,51,161.791151
24.92894,89,161.818157
172.453885,22,161.824162
152.044771,35,161.834157
98.957854,60,161.851158
168.847656,25,161.858181
158.995115,31,161.867183
31.611431,87,161.899152
180.683851,17,161.904151
56.165326,78,161.927151
55.634925,78,161.949151
130.191801,46,161.962151
65.067062,72,161.983151
142.283946,39,161.994151
153.554224,34,162.004151
177.263142,19,162.010151
122.104138,46,162.023151
93.799047,61,162.597767
192.037688,8,162.600768
-20.365339,104,162.634767
142.543959,40,162.649767
194.442402,6,162.651767
150.510423,35,162.66477
158.095136,31,162.675769
114.375544,54,162.695769
164.707473,26,162.704768
79.07291,69,162.728767
52.019703,78,162.751767
122.651356,50,162.766768
165.442127,27,162.782776
148.024989,37,162.794776
98.876513,61,162.812776
112.768306,55,162.828804
115.641341,49,162.842801
89.236865,65,162.860802
189.445595,10,162.8638
94.939527,60,162.8798
131.677415,43,162.891805
55.901352,78,162.913804
87.395502,65,162.931811
71.605067,71,162.951802
74.431378,71,162.971804
136.125764,42,162.983803
33.204952,86,163.007804
168.511341,25,163.014802
82.16277,65,163.032802
156.282928,33,163.042803
118.657058,52,163.056803
163.387852,28,163.072769
179.605945,17,163.077769
121.124735,49,163.092769
154.255253,33,163.101769
98.809196,61,163.119769
149.438043,34,163.129769
171.597396,23,163.135769
66.661031,74,163.157378
173.338023,22,163.163386
193.271572,7,163.165386
172.913536,22,163.172386
193.191524,7,163.174386
176.596984,19,163.179387
115.839233,53,163.194387
160.004941,29,163.203387
126.181841,46,163.216387
66.806486,73,163.805578
136.069212,43,163.818576
126.708901,48,163.836578
125.013345,45,163.852578
73.544853,67,163.876577
174.835961,20,163.882577
19.947334,91,163.914578
156.15596,32,163.926578
140.655112,41,163.940578
165.138477,27,163.948576
122.98513,50,163.974578
180.581944,17,163.980577
110.102564,56,163.998589
133.224531,45,164.011588
113.553865,54,164.026612
146.510795,38,164.037609
170.602764,24,164.044614
144.559969,39,164.056581
141.951478,40,164.06758
67.749573,71,164.088581
45.365172,81,164.111581
190.926393,9,164.114581
131.392474,46,164.127581
161.407213,28,164.135581
98.027705,59,164.152581
190.507352,9,164.154581
154.811908,31,164.163581
182.751216,15,164.168581
42.271821,83,164.192578
76.746764,70,164.21258
168.522341,24,164.219581
122.546785,50,164.233581
144.990265,39,164.244581
115.119699,54,164.268578
-41.173054,110,164.299578
123.137874,49,164.314624
131.553481,42,164.326608
67.292504,74,164.348578
196.740463,4,164.349578
74.908644,68,164.369219
93.442268,63,164.387219
183.097092,15,164.391219
117.599161,54,164.407221
137.155888,41,164.418221
125.349562,45,165.013232
187.228875,12,165.016232
138.004017,43,165.029231
125.239813,47,165.043234
126.614397,48,165.057232
108.50589,56,165.074231
150.465648,36,165.087231
192.075652,8,165.090231
167.234411,26,165.098231
100.154405,57,165.115231
109.275213,56,165.132239
193.275207,7,165.134239
134.260874,44,165.155232
151.83529,35,165.166303
106.277251,55,165.183231
95.067716,62,165.20223
130.490817,46,165.216232
99.307744,60,165.233234
45.381443,82,165.257264
136.600288,43,165.269264
153.060813,33,165.278356
151.870319,35,165.288268
59.752265,77,165.309268
160.773093,30,165.317266
170.592401,23,165.324267
142.684458,40,165.335263
186.779482,12,165.339275
