#{"t_start": 1642286527.870901, "env_id": null}
r,l,t 
178.872372,18,673.828605
190.887695,9,673.831605
131.567354,44,673.845613
116.411939,53,673.861614
-4.16913,99,673.903639
178.964682,18,673.908641
84.409684,67,673.92764
162.193198,29,673.936639
153.529653,34,673.945651
3.933984,96,673.973639
58.644009,75,673.995641
64.033446,75,674.01661
144.861064,39,674.028615
36.767297,85,674.052649
143.980926,39,674.064615
91.393391,64,674.082642
178.435901,18,674.088641
142.987099,39,674.099614
143.113278,40,674.110643
32.478105,86,674.135638
134.701009,44,674.148642
155.358093,31,674.157639
114.362368,54,674.185639
134.68505,41,674.197639
147.267385,35,674.207641
127.484624,48,674.221642
127.601507,48,674.23464
127.504204,48,674.248642
69.674087,69,674.268639
152.692886,34,674.847282
138.885771,42,674.862288
184.393905,14,674.867288
134.359113,44,674.881288
129.354617,47,674.895284
105.262522,58,674.913285
148.296607,37,674.924285
180.360058,17,674.930285
196.757867,4,674.931285
158.638028,31,674.940318
162.308732,29,674.950321
166.918928,25,674.957318
170.087504,24,674.964324
137.057694,43,674.977976
195.589245,5,674.979985
71.722885,70,675.002972
174.751577,21,675.009978
124.603504,49,675.025937
49.289845,80,675.050979
153.462962,34,675.073973
199.995616,1,675.073973
152.207699,35,675.084975
160.07655,30,675.093971
199.981247,1,675.093971
132.950747,45,675.107225
171.884213,23,675.114227
127.595117,48,675.128224
163.51568,27,675.135225
176.277387,20,675.141225
164.52942,27,675.149227
181.676787,16,675.154225
176.633164,19,675.160144
172.987402,22,675.166141
131.441993,46,675.179141
135.098076,44,675.192111
108.917546,55,675.208144
176.261882,20,675.213141
157.81248,31,675.222143
-8.372877,100,675.251141
178.909453,18,675.256142
108.312173,52,675.271141
194.436299,6,675.27314
100.280174,57,675.288805
112.799392,55,675.304805
-21.629124,104,675.334804
105.434366,58,675.350806
120.887365,51,675.377805
126.640981,47,675.391806
157.012373,32,675.400805
63.687239,75,675.423022
185.828797,13,675.427023
81.717247,68,675.446996
157.007353,32,675.456021
129.798092,45,675.469021
185.266462,13,675.47202
91.563858,61,676.050021
174.700438,21,676.056023
154.167894,33,676.066024
127.021947,44,676.081047
160.863998,30,676.091139
161.787787,28,676.099082
190.782192,9,676.102047
70.949853,72,676.124052
70.466989,71,676.148049
94.794942,62,676.169051
185.444506,13,676.173051
102.973541,59,676.191049
140.577796,40,676.203049
140.779837,40,676.215049
76.460235,69,676.236049
86.55392,66,676.268056
177.625811,19,676.274056
93.92731,62,676.29205
85.97014,66,676.311082
164.045611,27,676.318698
171.908013,22,676.325729
186.7372,12,676.328728
178.989377,18,676.333728
186.949359,12,676.337699
195.562259,5,676.339698
114.621803,54,676.355731
165.885253,25,676.363739
107.648226,56,676.379704
160.707084,30,676.388735
51.078263,77,676.411759
88.379231,65,676.430308
154.904742,32,676.439333
151.969338,35,676.4503
63.825469,73,676.471308
147.563157,36,676.482331
155.303062,33,676.492302
121.999065,49,676.506331
57.951728,77,676.529332
108.164368,55,676.545331
113.575568,51,676.573336
89.14443,65,676.592303
17.429417,92,676.619331
135.263888,42,676.632332
109.909098,56,676.648332
164.204979,26,676.655332
123.318667,47,676.669333
156.007551,32,677.238055
114.699188,54,677.255056
181.966955,16,677.260056
150.464215,36,677.271092
181.838982,16,677.27709
175.94555,20,677.285089
197.783385,3,677.286067
79.90973,69,677.308064
153.143913,34,677.318066
173.455759,22,677.325067
137.88773,42,677.339105
68.040295,70,677.363069
179.477453,17,677.368069
92.073675,64,677.387069
164.121921,28,677.395069
147.14388,37,677.406069
167.110824,26,677.414066
2.12352,97,677.4571
196.643073,4,677.459102
175.917494,20,677.465092
116.820952,53,677.4801
57.521784,77,677.502066
96.400093,62,677.520066
194.432934,6,677.522066
138.137174,40,677.533066
181.013741,16,677.538066
172.023557,22,677.544066
122.613855,47,677.558066
117.61621,52,677.573066
184.480258,14,677.577066
41.337477,83,677.601066
89.565447,59,677.618069
83.84943,67,677.637068
140.01906,39,677.649066
112.900951,53,677.664066
177.582781,19,677.669066
179.570615,17,677.674066
186.81728,12,677.678066
58.66348,76,677.700068
3.365612,97,677.727066
148.142366,37,677.7511
185.856976,13,677.755104
122.826477,50,677.769096
61.351049,76,677.793097
111.787263,55,677.810098
159.147603,31,677.8191
109.816822,56,677.835097
33.705224,86,677.859098
193.310547,7,677.862101
85.35674,66,678.472678
141.609747,41,678.485677
10.671846,94,678.517578
151.518055,34,678.529127
-7.096964,100,678.560167
101.614212,59,678.580132
172.932868,22,678.587128
70.364072,71,678.611164
173.105503,21,678.617163
179.896759,17,678.622171
162.060504,29,678.631163
189.747386,10,678.634164
84.848762,62,678.666162
135.27584,42,678.679164
109.372448,56,678.696141
54.014045,79,678.719167
163.029141,28,678.727162
194.396741,6,678.729161
1.098096,97,678.756163
139.058047,41,678.76716
167.319958,26,678.774166
91.175508,64,678.79213
134.842319,44,678.805163
103.824237,59,678.821162
175.911115,20,678.827163
179.11506,18,678.832159
103.513534,59,678.84916
170.416859,24,678.85516
93.488138,63,678.873162
181.634175,16,678.878162
177.346361,19,678.883161
135.662927,40,678.894161
153.251813,34,678.904164
135.468542,44,678.917162
71.649759,72,678.937161
113.919207,54,678.965161
105.423625,58,678.981166
174.470369,21,678.988162
179.188981,18,678.993162
127.982392,47,679.006163
185.834375,13,679.01016
135.191446,44,679.02316
116.94599,53,679.038163
99.558627,61,679.05516
129.736203,47,679.069159
145.200917,39,679.080163
193.337565,7,679.08216
143.269218,40,679.093159
189.380628,10,679.09616
72.783463,68,679.681824
151.236221,35,679.694825
163.457397,28,679.704825
185.767137,13,679.70879
75.982964,69,679.729789
-7.551182,100,679.760789
42.778258,83,679.787789
45.285574,82,679.811789
162.612458,27,679.820827
98.762365,61,679.853304
74.881651,67,679.873331
109.912389,53,679.889331
141.610394,39,679.900333
94.198267,62,679.918333
88.682065,65,679.937331
133.855484,44,679.949331
19.916128,90,679.975331
188.321253,11,679.978332
30.405021,87,680.002331
158.542724,31,680.012337
184.563965,14,680.016338
176.846208,19,680.021338
144.746222,38,680.032338
166.089908,26,680.039338
190.770596,9,680.042332
194.504092,6,680.044337
61.194262,76,680.065364
199.980596,1,680.066363
184.288493,14,680.070367
176.150392,19,680.075333
122.217541,50,680.090366
71.70481,72,680.110633
188.400206,11,680.113209
29.266838,88,680.151786
120.479767,48,680.165783
91.253435,64,680.183784
176.89631,19,680.188783
88.88772,59,680.205786
124.880693,49,680.218786
177.233115,19,680.224788
181.790105,16,680.228788
176.031511,20,680.234784
59.189809,77,680.255785
165.232105,27,680.263753
153.810584,34,680.272784
74.233434,71,680.874811
89.650637,64,680.89581
149.420761,35,680.906818
115.08903,53,680.922824
122.300676,48,680.939818
114.408768,54,680.957845
64.598423,75,680.980812
194.390168,6,680.982812
155.245817,33,680.993846
168.345482,25,681.002811
61.57565,76,681.042811
174.48526,21,681.050811
146.103484,36,681.063812
146.782807,38,681.07485
72.731818,70,681.095848
177.626566,19,681.101844
117.160799,52,681.116842
177.120785,19,681.122842
102.819882,57,681.138842
104.004174,59,681.155846
175.340642,20,681.161848
121.420874,51,681.176018
130.61296,45,681.189011
162.443522,29,681.19801
186.978301,12,681.20101
120.814901,51,681.21601
55.681841,77,681.238012
111.458402,53,681.260928
120.230124,49,681.275928
67.870776,74,681.296925
176.048786,20,681.30294
161.43001,29,681.31094
158.766905,30,681.319941
191.9499,8,681.32294
94.199547,63,681.35355
148.548441,37,681.36455
134.567546,44,681.37755
120.893182,51,681.39155
182.826252,15,681.396548
167.286701,26,681.403548
181.405709,16,681.408547
124.371377,45,681.421547
199.977959,1,681.422548
135.297105,44,681.43455
163.053179,27,681.44255
155.19101,33,681.45255
13.839418,93,681.478586
53.395771,79,681.501586
153.861083,34,681.511579
142.779519,38,681.522579
157.099262,30,682.102576
152.387933,34,682.114574
176.294654,20,682.121574
116.061068,49,682.139587
131.664487,46,682.153577
186.046945,13,682.157576
68.81804,73,682.180587
134.727627,44,682.196574
9.92985,94,682.230576
67.714282,71,682.265574
166.663227,26,682.273574
135.877678,41,682.285575
147.466951,37,682.296583
159.094118,31,682.306583
146.271221,38,682.317582
168.555081,25,682.324583
79.33361,69,682.344608
156.698544,32,682.353609
187.86889,11,682.356612
161.74763,29,682.364609
123.982069,49,682.378609
173.011518,22,682.384611
185.466008,13,682.38861
153.12637,33,682.39761
125.322064,49,682.411609
170.849654,23,682.418611
132.657979,45,682.430609
86.594846,66,682.449605
177.415185,19,682.455608
6.899397,95,682.481653
167.031484,26,682.488653
125.469344,49,682.502654
178.278369,18,682.507655
105.986318,58,682.523656
159.094994,31,682.532655
148.034916,37,682.555622
153.847148,34,682.566622
114.682069,54,682.581622
134.328933,45,682.594622
79.775823,69,682.624335
110.019508,56,682.640335
94.098877,58,682.657335
96.757857,61,682.675336
140.044783,41,682.687342
156.454318,31,682.696335
172.124152,22,682.702335
93.126094,63,682.720335
168.593613,25,682.728332
31.018672,87,683.321483
48.591046,79,683.350482
151.118088,34,683.362482
154.495183,33,683.374482
187.243269,12,683.378481
128.53993,47,683.392481
103.063046,58,683.410481
136.272519,42,683.422481
131.015012,46,683.450484
175.968577,20,683.458493
177.479432,19,683.463481
138.928957,42,683.476038
190.64271,9,683.479038
189.59567,10,683.482038
117.023492,53,683.500039
107.903004,55,683.517046
184.360738,14,683.521047
125.31303,49,683.535046
122.040431,50,683.549049
188.338678,11,683.552051
196.730472,4,683.553055
53.076705,79,683.576076
76.892335,67,683.59407
60.947682,76,683.616071
167.283017,26,683.62307
147.940401,37,683.634071
142.923211,38,683.644071
104.748899,55,683.660072
148.480175,37,683.670074
178.940638,18,683.67607
117.77788,48,683.689071
178.073306,18,683.694073
103.553848,59,683.712073
151.822263,34,683.721071
150.110192,36,683.731071
165.57508,27,683.752042
126.19294,46,683.766042
105.946499,57,683.782042
113.172554,55,683.798042
104.18616,56,683.814042
76.667812,68,683.834039
148.225912,37,683.845039
117.367561,51,683.859039
86.701172,65,683.878039
53.199265,79,683.903039
83.858307,67,683.923039
119.039921,52,683.938039
189.705871,10,683.94104
144.740564,39,684.527184
173.187499,21,684.535186
185.326891,13,684.539183
103.151915,57,684.557183
112.16597,55,684.576183
168.674646,24,684.583184
149.361715,36,684.594183
126.622184,48,684.608184
126.228484,46,684.637187
92.016291,64,684.658185
124.82414,49,684.673188
159.112285,29,684.682188
181.543454,16,684.687188
118.59559,52,684.704183
157.269628,32,684.715183
129.414946,47,684.729195
76.51818,70,684.75022
112.124432,55,684.765216
121.335154,51,684.780217
163.491439,28,684.788215
184.490042,14,684.792216
23.014745,90,684.817216
158.385643,31,684.826219
142.50967,39,684.838216
25.12112,89,684.863185
153.737156,34,684.873185
163.581236,28,684.881188
34.722455,86,684.909188
-20.785008,104,684.952188
199.973029,1,684.953188
164.892975,27,684.961187
125.559425,46,684.974187
126.541965,48,684.987788
165.423125,26,684.995788
89.691911,64,685.013788
112.397579,55,685.029785
199.989278,1,685.030786
153.654425,34,685.040786
158.460814,31,685.049785
107.444934,57,685.067786
126.184576,47,685.080786
152.100564,35,685.090786
151.212309,35,685.101785
47.547604,81,685.124845
155.937466,33,685.134307
179.211376,18,685.139307
171.594291,23,685.146307
141.66655,40,685.157308
149.791486,36,685.747964
174.751618,21,685.754964
105.420055,57,685.772964
156.630517,32,685.782966
163.536531,28,685.792966
121.973968,48,685.810966
178.372018,18,685.817966
153.124853,34,685.829964
108.779345,56,685.862966
179.082345,18,685.868964
83.948832,67,685.891965
184.189419,14,685.896964
137.515882,43,685.911965
61.056878,76,685.936965
148.549587,37,685.947972
141.718193,40,685.958966
91.536438,61,685.976976
109.738879,56,685.992976
75.997143,70,686.012976
128.123008,45,686.025997
193.27047,7,686.028001
167.084845,26,686.035999
144.301761,39,686.046001
127.683736,46,686.060997
119.422685,51,686.074999
166.019393,26,686.081997
125.263777,49,686.095997
-5.135718,99,686.124
91.772084,59,686.139999
125.049327,48,686.166968
182.99139,15,686.171969
129.316202,46,686.184968
180.320513,17,686.191015
198.924156,2,686.191015
153.878358,34,686.201009
168.484402,25,686.208
161.983772,28,686.215999
162.906261,28,686.223997
116.800745,53,686.239002
187.142369,12,686.242015
87.058619,66,686.260999
68.440581,73,686.281001
173.638919,21,686.286997
156.516091,32,686.295998
199.969418,1,686.295998
168.402957,25,686.304003
151.61213,34,686.313
160.204146,29,686.320997
143.828387,38,686.332664
1.020402,97,686.358691
158.986894,31,686.367708
123.413356,49,686.381708
139.447675,42,686.964758
116.259029,53,686.981753
104.066993,57,687.002754
165.365858,27,687.012754
148.026134,37,687.025754
112.213497,55,687.059753
182.479448,15,687.063753
155.996361,31,687.073753
112.043605,55,687.090752
158.66348,31,687.100753
139.030087,42,687.115758
74.660768,71,687.136757
36.68193,85,687.163756
147.617448,37,687.175767
117.695253,50,687.190758
117.179009,52,687.205771
185.806686,13,687.209769
139.415421,42,687.221769
160.343715,30,687.231769
140.1355,38,687.242769
117.046702,51,687.257772
171.876009,23,687.264772
136.939159,43,687.276772
68.481201,72,687.297772
63.347022,75,687.320366
96.117846,62,687.338363
189.565131,10,687.341363
79.196959,69,687.375369
30.56532,87,687.400366
153.190913,34,687.410366
18.203656,91,687.436366
103.818965,59,687.453366
111.735252,55,687.469366
142.027207,38,687.480366
97.941123,60,687.498366
95.956061,62,687.516026
171.136043,23,687.523062
150.417128,36,687.535026
166.842024,26,687.543024
91.832194,64,687.563025
199.951944,1,687.563025
154.205963,32,687.572025
112.151058,50,687.587025
157.338732,32,687.596025
128.896237,47,688.180531
175.986353,20,688.188531
146.367045,38,688.200529
143.843835,38,688.211539
160.258681,30,688.220538
139.880178,39,688.245538
152.436467,34,688.256534
184.578161,14,688.260534
195.594152,5,688.262534
132.021591,45,688.276531
74.772118,71,688.301542
146.896895,38,688.314532
166.907014,26,688.32353
61.571786,76,688.348529
152.201606,35,688.359531
124.152608,47,688.375531
42.723925,83,688.401541
174.583513,21,688.407545
91.125499,60,688.425532
153.170813,34,688.435542
101.558394,60,688.453559
128.810354,47,688.466575
99.408994,59,688.484576
177.209811,19,688.489572
131.69131,45,688.502573
133.63031,45,688.515549
176.984323,19,688.52155
151.008158,34,688.531541
77.580735,69,688.551543
192.104817,8,688.568511
-19.861559,104,688.59951
107.540557,56,688.61551
67.120347,74,688.63751
142.688574,40,688.649507
79.034686,69,688.669507
140.943887,41,688.681507
145.051561,39,688.693507
109.979359,56,688.709507
101.46127,60,688.727507
96.709529,62,688.745507
138.967833,42,688.757507
177.636752,19,688.763541
190.836129,9,688.765526
-11.825309,101,688.795526
147.627118,36,688.805526
164.734424,26,688.813526
163.361145,27,688.822526
141.733417,40,689.430538
74.120996,71,689.454535
154.434369,34,689.47854
131.080259,46,689.495538
174.919347,21,689.502538
170.87489,23,689.511108
168.163455,24,689.519108
134.466075,44,689.534108
162.115255,29,689.543108
159.83462,30,689.552108
196.633752,4,689.554108
141.934309,40,689.566107
130.053971,43,689.579109
180.098617,17,689.585109
134.332406,43,689.599107
147.672841,37,689.612107
92.699342,63,689.633116
118.562152,52,689.647115
185.707034,13,689.651115
189.36367,10,689.654115
142.777211,40,689.665116
138.943523,42,689.677145
111.959616,55,689.69314
156.167097,32,689.702141
89.406405,65,689.720141
173.252646,21,689.726141
164.702602,27,689.733141
65.012207,72,689.754141
96.6065,59,689.770145
140.762166,41,689.794112
102.858396,59,689.812112
63.696815,75,689.833111
105.027256,58,689.850111
195.571266,5,689.852111
165.25972,27,689.860109
127.082289,45,689.873108
150.296869,35,689.883111
129.604949,46,689.896111
114.807856,54,689.911111
110.21697,51,689.926111
145.300836,37,689.937111
154.943109,33,689.946111
84.505731,67,689.965111
95.289161,62,689.982703
197.798274,3,689.983704
159.088259,31,689.992703
193.236296,7,689.995703
72.245129,72,690.016703
129.168215,47,690.029703
84.926072,65,690.0487
113.861228,54,690.62338
92.898788,59,690.64038
77.452632,69,690.67438
186.895774,12,690.67838
167.194241,26,690.68538
175.804714,20,690.69138
127.869528,47,690.70538
135.568271,44,690.72038
168.119272,25,690.72838
-24.904811,105,690.762389
169.883133,23,690.768389
166.203672,26,690.776381
167.101643,26,690.788889
188.433759,11,690.791889
187.221383,12,690.795889
122.605015,50,690.810889
60.877729,76,690.834892
9.704023,94,690.861892
174.874769,21,690.867893
91.701642,64,690.88689
162.269384,27,690.89489
2.071091,97,690.92289
33.597094,86,690.94689
106.249067,56,690.975892
116.273683,51,690.990892
174.855419,21,690.99889
177.306548,19,691.004896
189.276113,10,691.007897
169.40545,24,691.014921
82.760324,64,691.032921
99.756201,59,691.049923
100.703342,60,691.066921
56.002937,78,691.088921
155.654598,33,691.098922
129.168453,45,691.111893
135.713155,43,691.123893
188.43892,11,691.126893
24.428872,89,691.15289
155.404807,33,691.16289
163.684353,28,691.17089
165.877742,26,691.17789
161.979308,29,691.18689
176.024805,20,691.19189
177.823971,19,691.19789
153.880904,34,691.20789
37.740898,84,691.231488
131.130998,45,691.244488
136.438972,41,691.256488
141.624477,39,691.868635
126.403288,48,691.883635
123.141464,50,691.898636
166.940127,26,691.906636
148.342059,36,691.920637
25.128434,89,691.947639
100.766108,60,691.966635
146.774852,38,691.977635
119.141625,50,691.995636
112.03709,55,692.014637
99.967091,59,692.034636
97.210474,61,692.053638
195.550829,5,692.055638
103.791329,56,692.072639
161.475095,29,692.08064
102.219575,59,692.098639
136.745081,42,692.110639
151.160161,35,692.120639
43.238132,83,692.145149
65.930626,74,692.173248
110.299882,55,692.202248
171.834681,23,692.209248
176.761464,19,692.214247
148.478157,37,692.225248
86.672027,66,692.245248
115.912891,51,692.260248
199.968456,1,692.260248
199.965786,1,692.261248
60.360574,76,692.283248
78.226901,69,692.303248
197.826054,3,692.304248
133.809544,41,692.316248
102.590102,59,692.333248
140.489958,41,692.345248
160.772794,30,692.354248
155.581182,33,692.364248
110.248155,56,692.380245
78.140183,69,692.400245
139.359567,42,692.413245
167.37588,25,692.420245
118.299743,51,692.435245
193.290759,7,692.437245
181.598732,16,692.442247
178.455339,18,692.447247
116.344728,53,692.463286
14.535917,93,692.501248
172.831685,21,693.083805
89.114079,64,693.102803
185.724375,13,693.107314
148.21166,37,693.117825
5.255933,96,693.146826
58.90999,77,693.168825
195.581683,5,693.170825
123.44423,50,693.185825
129.998673,44,693.198825
167.58694,25,693.206825
136.322959,43,693.221825
196.728721,4,693.222825
39.542315,84,693.250368
174.072934,21,693.256368
135.12741,43,693.270368
117.015678,53,693.287377
131.506794,45,693.300376
170.061611,23,693.307377
122.464049,50,693.322376
187.061579,12,693.325374
124.397741,49,693.339403
18.791572,91,693.365059
86.195205,66,693.39603
193.2137,7,693.398074
96.306756,60,693.415063
136.765767,43,693.42706
126.352311,45,693.440062
183.25705,15,693.444059
117.462997,51,693.459058
128.942412,44,693.471061
197.831452,3,693.472061
130.495192,46,693.485027
12.926605,93,693.51212
161.76918,29,693.520581
160.516742,30,693.528579
173.331908,22,693.535651
164.113646,26,693.543161
118.900093,51,693.557164
124.898535,49,693.571164
199.961729,1,693.572164
98.225992,61,693.589164
149.212618,35,693.599164
89.614568,65,693.618161
185.272667,13,693.621161
94.49404,61,693.640164
163.533684,27,693.648164
40.268408,83,693.672164
181.705823,16,693.677164
160.509505,30,693.698164
154.024857,33,693.708164
126.787011,48,694.308163
122.479383,50,694.324162
62.283255,75,694.347175
136.772156,43,694.363172
153.915333,34,694.375171
58.244265,75,694.39816
152.780459,34,694.409161
104.245006,54,694.427162
139.823333,40,694.439165
136.727025,43,694.453164
98.583777,61,694.471164
96.232713,62,694.49316
154.943749,32,694.503164
189.676244,10,694.506174
105.667951,58,694.524172
156.98352,32,694.533172
110.608034,51,694.547777
173.118397,22,694.554738
107.447304,57,694.570738
122.199637,50,694.585742
130.292605,46,694.612741
131.309974,44,694.625741
176.817724,19,694.631741
89.631082,65,694.650741
144.856282,39,694.662741
190.497383,9,694.665741
151.832563,35,694.67574
167.918559,24,694.683741
144.235394,39,694.69574
137.778372,41,694.70774
186.728201,12,694.710741
199.966269,1,694.711741
124.251953,48,694.725741
94.513292,61,694.743783
167.11035,26,694.751775
192.156575,8,694.753772
165.400315,27,694.761778
190.60897,9,694.76377
170.894625,23,694.770769
139.102222,42,694.78274
173.160862,21,694.788769
86.541647,66,694.806777
121.954431,47,694.81977
146.957756,36,694.830774
180.430804,17,694.835738
194.380883,6,694.838773
131.814094,42,694.850771
78.981494,69,694.869867
161.754829,29,694.883481
139.207432,42,694.895481
134.478813,41,694.920481
155.201876,31,694.929481
153.254569,32,694.939481
91.309788,64,695.518083
121.055884,51,695.533083
124.451904,47,695.547083
78.847287,69,695.567084
193.191913,7,695.569083
104.596638,58,695.586083
169.970085,24,695.594083
168.63439,24,695.601083
102.925698,59,695.619083
179.080747,18,695.624083
125.259466,49,695.639084
114.349625,54,695.655084
-30.385638,107,695.691084
78.668241,69,695.712096
169.888766,24,695.719095
152.063605,35,695.72912
188.264957,11,695.732119
138.588451,42,695.744117
153.582919,34,695.754118
132.67532,45,695.767117
145.997,38,695.791087
114.884782,54,695.807087
170.297593,23,695.813088
127.418464,46,695.827087
165.197153,27,695.835087
193.026379,7,695.837087
171.567022,23,695.843087
62.928597,75,695.865088
178.908168,18,695.870087
183.134372,15,695.875087
126.340884,46,695.888087
156.547949,31,695.898087
-1.900235,98,695.926087
181.702355,16,695.931087
162.249953,29,695.939087
162.038623,28,695.948087
102.772446,59,695.965087
70.316611,70,695.985087
164.689014,27,695.993085
82.032595,68,696.012085
144.972627,37,696.023085
81.752478,68,696.042087
34.049527,86,696.067085
182.99936,15,696.072085
131.751409,45,696.101085
51.251773,80,696.124087
165.659585,27,696.131087
125.758764,49,696.703682
99.620912,60,696.724683
169.424285,24,696.73281
136.249469,43,696.74682
159.484103,29,696.755809
196.7243,4,696.756808
177.673496,19,696.763808
5.063743,96,696.796813
162.519136,28,696.80581
138.616743,42,696.819813
125.409594,49,696.83581
159.172877,31,696.846821
158.559332,30,696.855813
82.642691,68,696.87781
77.210102,69,696.901812
55.142093,78,696.923812
43.158899,83,696.947813
87.821636,66,696.980813
130.812516,45,696.993812
161.267785,29,697.001812
150.636854,36,697.012813
157.159017,32,697.021813
193.248992,7,697.023813
173.329794,22,697.030812
140.097756,39,697.041813
188.320866,11,697.044813
151.957044,35,697.054813
177.468115,19,697.060812
155.145338,31,697.069813
127.685882,48,697.084813
84.577244,66,697.10581
82.056253,68,697.12582
169.668279,23,697.13281
82.366358,68,697.15281
173.177668,22,697.15881
163.445557,28,697.16681
88.511896,65,697.18581
110.406268,56,697.20181
133.466953,45,697.214812
89.683379,64,697.232812
75.491361,64,697.250812
133.09617,45,697.263923
162.2753,29,697.271923
94.549034,60,697.301923
137.105821,43,697.313923
-5.384915,99,697.342923
118.495174,52,697.930555
163.658689,27,697.940555
117.829726,52,697.959558
105.526255,56,697.979555
123.958032,48,697.995554
112.748766,54,698.013554
138.850975,40,698.028556
148.598796,35,698.040555
64.735003,75,698.065555
181.773568,16,698.070556
181.733486,16,698.076566
190.962696,9,698.079562
170.342631,24,698.088569
128.78,47,698.105556
171.562312,23,698.113556
71.784707,72,698.136559
162.217532,29,698.145559
166.147214,26,698.152559
130.746054,46,698.166558
183.92714,14,698.170559
160.875033,28,698.178559
199.983394,1,698.179559
67.745649,74,698.213556
161.254332,28,698.221556
144.830459,39,698.233556
142.673974,40,698.245556
188.401599,11,698.248556
98.462476,61,698.266556
153.754455,34,698.276558
177.659709,19,698.281558
170.01886,24,698.288558
105.600606,57,698.305558
4.687112,96,698.332558
112.589111,52,698.348566
89.816779,61,698.365566
85.123006,67,698.385558
37.218079,85,698.409558
155.253577,33,698.419559
149.294525,34,698.429559
175.647225,20,698.435558
184.362394,14,698.439558
178.867306,18,698.445558
143.385197,40,698.457558
82.414839,68,698.477558
164.486589,27,698.484558
137.184233,43,698.510558
161.601184,29,698.518558
87.029553,64,698.537556
89.077146,62,698.555556
174.881136,21,698.561556
51.978688,79,699.164717
55.338521,78,699.191719
19.295165,91,699.22572
81.190632,68,699.24772
177.312986,19,699.253721
153.669224,34,699.264727
176.072047,20,699.270729
88.483476,65,699.290719
72.32843,72,699.314717
146.686419,38,699.325717
166.594694,26,699.333717
136.794675,42,699.345717
104.583831,56,699.362725
172.443379,22,699.368726
88.782177,65,699.387726
190.828554,9,699.390726
131.280335,46,699.417722
129.239829,47,699.431719
138.445077,39,699.442719
114.67086,54,699.458719
99.082899,61,699.475718
89.784537,65,699.494719
185.68326,13,699.498719
185.847327,13,699.502719
164.046126,28,699.51124
126.419675,47,699.525762
103.058502,58,699.541754
102.479316,59,699.559755
66.527014,74,699.581365
142.447376,40,699.592365
85.92342,65,699.611365
117.40236,49,699.625365
159.80014,30,699.634365
162.054304,29,699.642365
198.889005,2,699.643366
53.963227,79,699.665365
40.459191,84,699.690365
20.543409,90,699.729362
193.332135,7,699.732365
148.688784,35,699.742365
122.144065,46,699.755365
134.967254,43,699.768365
142.235466,39,699.779365
96.10569,60,699.797365
167.050251,26,700.384943
97.468481,60,700.403943
165.308595,27,700.411944
142.988682,40,700.423943
74.708208,69,700.444943
163.42781,28,700.454944
102.824251,57,700.472945
166.840768,26,700.481945
163.70542,28,700.490943
180.396879,17,700.495944
61.50848,76,700.521944
87.775976,66,700.541946
100.828192,59,700.559944
164.264954,27,700.567946
196.679414,4,700.569944
133.894396,45,700.582592
122.108288,50,700.610588
17.522005,92,700.637588
173.154472,22,700.643587
157.950852,31,700.652588
194.486823,6,700.654588
178.960743,18,700.660588
152.188808,35,700.670588
162.958148,28,700.678596
169.911714,24,700.685595
144.658117,36,700.696596
102.21095,60,700.714587
196.742969,4,700.715588
50.440882,80,700.738588
153.950906,33,700.747587
93.684678,63,700.766588
38.782836,84,700.791587
87.980355,65,700.809587
132.617079,45,700.822587
174.468671,21,700.828588
99.839118,61,700.846587
-14.782165,102,700.876587
174.877531,21,700.882587
179.053579,18,700.887588
140.238513,41,700.899587
152.961239,34,700.921588
45.847042,82,700.945588
106.769652,54,700.961588
26.310277,89,700.987588
190.900666,9,700.989588
173.061682,22,700.996588
143.238629,37,701.007587
113.849723,50,701.612123
105.00404,58,701.631125
151.60623,35,701.641127
158.628449,31,701.651125
183.954249,14,701.655123
195.59063,5,701.657123
140.631453,41,701.671124
192.152642,8,701.674123
174.690564,21,701.680123
118.540427,52,701.698634
-47.699303,112,701.734635
38.703168,84,701.760647
156.292994,32,701.771636
165.309049,27,701.780639
179.249393,18,701.786638
133.68844,43,701.799639
27.916574,88,701.838639
172.950531,21,701.844638
182.318826,15,701.849638
34.405704,86,701.874636
117.979512,52,701.889636
120.988401,51,701.904654
133.121853,45,701.916646
172.924363,22,701.923645
104.777253,53,701.93867
146.736255,38,701.948671
185.191225,13,701.952636
136.705826,40,701.964669
166.062344,26,701.971669
164.041012,27,701.978667
107.695055,57,701.994669
190.83518,9,701.997669
166.829832,26,702.004668
164.272891,28,702.012671
195.548754,5,702.01467
176.129142,20,702.019669
174.641854,21,702.025636
129.133732,45,702.037669
137.459225,43,702.04967
174.384948,21,702.05567
138.598233,41,702.067669
166.067852,26,702.074668
132.427527,42,702.086669
139.466079,41,702.097672
162.188622,29,702.105673
37.120601,85,702.143638
57.231316,76,702.165638
113.072824,54,702.181638
153.333549,34,702.191638
98.411076,59,702.208639
160.490861,30,702.217638
142.990547,40,702.229638
143.019809,39,702.241638
155.469254,33,702.811636
129.31019,46,702.829635
104.935132,53,702.846638
111.28005,52,702.864636
181.539865,16,702.870636
141.840099,40,702.882638
109.566859,52,702.898639
105.048018,58,702.916638
89.753712,64,702.936636
144.163774,38,702.948634
199.992955,1,702.949634
113.160517,50,702.967636
94.41048,57,702.987638
168.473707,25,702.994638
194.39732,6,702.996639
110.797982,55,703.026638
51.119051,80,703.049689
130.763108,45,703.063689
182.100317,16,703.067689
